year,state,inventory_colonies,loss_pct,stressor_disease_pct,stressor_other_pct,stressor_pesticides_pct,stressor_pests_pct,stressor_unknown_pct,stressor_varroa_mites_pct,annual_avg_temp,annual_total_precip,annual_avg_ndvi,annual_total_sightings
2021,IDAHO,100000.0,9.25,3.225,3.65,9.45,5.4,5.1,43.8,45.416666666666664,21.009999999999998,-0.0142526265890058,1.0
2021,ILLINOIS,10000.0,11.5,1.75,7.175,2.375,9.0,7.425000000000001,32.725,53.76666666666666,41.01,-0.011190257398797768,39.0
2021,INDIANA,10000.0,12.5,4.275,3.5749999999999997,11.6,14.0,2.475,34.95,53.5,45.45,-0.006052282230043075,
2021,IOWA,38000.0,8.0,1.6333333333333335,3.7999999999999994,6.85,1.5,3.9749999999999996,14.5,50.0,30.84,-0.002119420279348283,2.0
2021,KANSAS,7000.0,21.5,4.699999999999999,13.225,9.75,18.900000000000002,9.325,42.7,56.11666666666667,27.25,-0.004328541858546266,
2021,KENTUCKY,7000.0,9.75,1.3,5.925,1.1,19.525,8.725,35.625,56.958333333333336,53.39,-0.012410081648632167,44.0
2021,LOUISIANA,37000.0,9.0,0.0,7.066666666666666,0.8,3.8,3.325,31.85,67.48333333333333,66.28,-0.5137004519596552,
2021,MAINE,11000.0,10.75,0.0,8.975,1.25,5.175000000000001,1.025,17.275,44.225,39.75,-0.3725298731499958,36.0
2021,MICHIGAN,100000.0,4.5,0.4,1.2750000000000001,7.866666666666667,3.0333333333333337,1.3,29.825,47.4,32.88,-0.306769634454822,7.0
2021,MINNESOTA,125000.0,7.0,0.0,1.7,7.3,0.5666666666666668,1.4333333333333333,13.725,44.300000000000004,23.57,-0.1507169730301155,540.0
2021,MISSISSIPPI,25000.0,12.75,1.125,7.233333333333333,2.433333333333333,6.2,7.675000000000001,29.875,64.68333333333334,65.5,-0.012306839500363065,1112.0
2021,MISSOURI,8000.0,11.25,1.8,6.2,1.025,8.775,4.8999999999999995,19.95,56.300000000000004,44.01,-0.021922504381317775,
2021,MONTANA,117000.0,6.5,1.45,8.299999999999999,4.433333333333334,1.1,1.75,20.625,43.96666666666667,14.309999999999999,-0.01564715013417295,9.0
2021,NEBRASKA,38000.0,9.5,2.8,2.475,3.725,1.5,1.2666666666666666,17.5,51.041666666666664,22.6,0.00024786741777249106,
2021,NEW JERSEY,15000.0,2.25,0.5,1.2333333333333334,1.425,4.45,1.3333333333333333,12.45,55.083333333333336,47.87,-0.29624652525181866,
2021,NEW YORK,57000.0,15.5,1.275,8.35,2.275,14.1,5.75,34.125,47.71666666666667,46.25,-0.17231254473245375,
2021,NORTH CAROLINA,13000.0,11.5,0.45,3.5999999999999996,,5.625,2.1999999999999997,28.175,60.23333333333333,47.6,-0.5560964107487811,
2021,NORTH DAKOTA,515000.0,6.333333333333333,2.0,4.575,4.1,2.05,5.5,25.225,43.800000000000004,15.629999999999999,-0.031153068903743017,
2021,OHIO,16000.0,11.5,3.4,6.25,7.9,28.25,4.675,51.0,53.175000000000004,41.68,-0.0330369305412681,
2021,OREGON,86000.0,7.0,4.925,4.6499999999999995,5.75,12.675,1.2333333333333334,24.55,49.19166666666666,28.509999999999998,-0.04487276989277648,
2021,PENNSYLVANIA,20000.0,11.75,1.9666666666666668,4.8,2.15,10.025,3.5,27.575,51.166666666666664,46.11,-0.005714245994993475,6098.0
2021,SOUTH CAROLINA,15000.0,10.5,2.45,4.575,5.266666666666667,13.4,2.775,35.2,63.725,47.47,-0.14245768733465605,3.0
2021,SOUTH DAKOTA,250000.0,5.5,1.5666666666666667,14.366666666666667,5.166666666666667,6.4,1.1,30.525,48.025,18.15,-0.011592424306376225,
2021,TENNESSEE,8000.0,9.5,0.95,2.5,1.325,8.05,4.95,26.575,59.025,58.78,-0.029481672540861842,
2021,TEXAS,137000.0,9.0,0.8,5.4,7.875,7.675000000000001,3.0,23.85,66.15,28.79,-0.10820248356467528,84.0
2021,UTAH,31000.0,10.5,3.6666666666666665,1.6333333333333335,6.425,9.1,3.225,32.55,50.675000000000004,13.55,-0.25641035372468435,203.0
2021,VERMONT,6000.0,6.333333333333333,1.9000000000000001,4.3999999999999995,0.0,1.4666666666666666,0.4666666666666666,22.675,44.949999999999996,41.61,-0.1644962886953181,227.0
2021,VIRGINIA,6000.0,11.0,1.325,4.1,1.325,9.625,3.4250000000000003,19.05,57.050000000000004,40.86,-0.1631229014909401,52.0
2021,WASHINGTON,96000.0,6.0,4.075,7.375,2.0,6.575,1.2000000000000002,30.775,48.25833333333333,43.87,-0.16374834996446758,12.0
2021,WEST VIRGINIA,6000.0,7.25,3.15,1.5,3.6,7.1499999999999995,2.4000000000000004,14.325,53.64166666666667,42.58,0.000391486933322325,
2021,WISCONSIN,42000.0,8.25,7.333333333333333,5.625,11.75,28.049999999999997,3.525,31.65,45.76666666666667,29.89,-0.08125843862758547,
2021,WYOMING,38000.0,10.25,4.65,1.9749999999999999,1.85,1.5999999999999999,2.9250000000000003,9.025,43.64166666666667,14.37,-0.009880558508542516,39.0
2022,ALABAMA,10000.0,11.75,0.375,9.95,3.85,16.675,4.925,41.675,64.01666666666667,57.85,-0.03875717548665519,480.0
2022,ARIZONA,23000.0,10.5,1.575,3.3666666666666667,1.5,0.4666666666666666,2.033333333333333,11.875,61.23333333333333,12.07,-0.0033835712918318665,93.0
2022,ARKANSAS,20000.0,11.75,1.0,4.8999999999999995,15.200000000000001,14.025,4.55,23.85,61.15,51.69,-0.024823066518079348,
2022,CALIFORNIA,305000.0,7.75,7.8,15.275,9.275,13.85,4.8,37.45,60.050000000000004,14.1,-0.08798991222565362,295.0
2022,COLORADO,31000.0,8.75,2.1999999999999997,10.700000000000001,0.3,0.0,4.166666666666667,16.05,46.19166666666667,16.48,-0.000261570646796275,335.0
2022,FLORIDA,210000.0,15.75,3.6500000000000004,10.15,11.525,18.475,9.525,40.125,72.52499999999999,54.769999999999996,-0.6254834193541376,14.0
2022,GEORGIA,103000.0,18.5,3.075,9.75,5.125,14.825,5.2250000000000005,40.0,64.78333333333333,45.83,-0.054790549475573436,40.0
2022,IDAHO,94000.0,10.75,4.266666666666667,5.6,15.775,5.475,4.825,37.85,43.53333333333333,22.04,-0.014251896325777084,
2022,ILLINOIS,10000.0,13.75,1.55,4.1,5.4750000000000005,10.850000000000001,10.025,25.25,52.05833333333333,37.25,-0.011184835470616626,18.0
2022,INDIANA,9000.0,17.5,6.8,9.225,17.425,11.149999999999999,6.925000000000001,37.375,52.175000000000004,38.18,-0.006052150418138425,
2022,IOWA,48000.0,4.75,1.4000000000000001,2.5,1.5499999999999998,4.625,3.95,22.7,47.50833333333333,27.32,-0.00211596212340185,239.0
2022,KANSAS,6000.0,13.25,2.0250000000000004,14.925,13.6,8.2,6.525,50.0,55.15,21.240000000000002,-0.004344531148813408,
2022,KENTUCKY,7000.0,10.25,3.425,8.05,1.7333333333333332,10.35,15.6,25.475,56.324999999999996,49.31,-0.012419391275283359,81.0
2022,LOUISIANA,42000.0,9.5,1.725,2.525,2.3000000000000003,21.025,3.725,40.85,67.25,55.58,-0.513699135343594,
2022,MAINE,10000.0,17.75,17.266666666666666,3.5,14.975,1.125,0.95,25.5,43.38333333333333,49.95,-0.3725302758896649,2.0
2022,MICHIGAN,82000.0,8.5,3.35,3.275,3.65,3.0,3.5,16.75,45.06666666666666,32.62,-0.306774170528786,7.0
2022,MINNESOTA,102000.0,3.75,0.0,2.533333333333333,6.85,0.6999999999999998,1.4666666666666668,6.449999999999999,40.0,26.830000000000002,-0.150729926825495,291.0
2022,MISSISSIPPI,21000.0,13.25,2.5,8.65,2.825,12.45,7.2250000000000005,35.975,64.66666666666667,59.58,-0.012309779755735849,1600.0
2022,MISSOURI,8000.0,8.5,0.4,6.2,0.45,8.375,2.6,13.875,55.025,40.26,-0.021927012266634547,
2022,MONTANA,123000.0,2.75,0.43333333333333335,5.633333333333333,3.0,2.9333333333333336,0.2333333333333333,16.7,42.075,18.28,-0.015649047330440133,
2022,NEBRASKA,34000.0,6.75,4.025,2.733333333333333,0.5666666666666667,11.6,4.85,19.825,49.650000000000006,15.62,0.00024071008782868334,
2022,NEW JERSEY,16000.0,4.5,0.7,0.6,0.3,5.225,3.4,12.675,54.34166666666667,44.05,-0.29624272538355717,
2022,NEW YORK,54000.0,11.75,9.733333333333334,16.799999999999997,14.566666666666668,15.024999999999999,4.7,39.05,46.55833333333334,43.13,-0.1723049540039696,9.0
2022,NORTH CAROLINA,13000.0,8.5,2.6999999999999997,2.3333333333333335,1.25,10.725,1.0333333333333334,24.15,59.925000000000004,46.629999999999995,-0.5560999915677797,
2022,NORTH DAKOTA,520000.0,9.666666666666666,1.6750000000000003,4.525,6.550000000000001,11.899999999999999,1.3,40.925,39.425000000000004,18.85,-0.03115553574798231,
2022,OHIO,19000.0,7.25,3.1,3.25,4.966666666666666,8.775,3.55,35.525,51.73333333333333,40.24,-0.03304300286597341,
2022,OREGON,92000.0,12.0,8.85,11.166666666666666,9.4,14.675,1.0999999999999999,41.025,48.30833333333334,29.5,-0.04486916444460116,
2022,PENNSYLVANIA,23000.0,8.0,0.9,2.75,3.133333333333333,6.1,2.7,27.2,49.64166666666667,44.93,-0.005707170592812849,6099.0
2022,SOUTH CAROLINA,13000.0,12.75,1.4,4.425,6.666666666666667,15.025,2.75,31.625,63.76666666666667,45.43,-0.14245941827876982,3.0
2022,SOUTH DAKOTA,185000.0,8.0,1.6666666666666667,10.8,10.266666666666667,17.275,0.95,35.849999999999994,45.175000000000004,16.990000000000002,-0.011589614249477026,
2022,TENNESSEE,9000.0,22.0,3.7,10.0,4.6,14.225,4.65,23.875,58.541666666666664,54.81,-0.029488870653035598,9.0
2022,TEXAS,157000.0,6.75,2.4499999999999997,5.1,3.6,13.775,1.75,21.2,66.5,21.24,-0.10822354297485043,120.0
2022,UTAH,26000.0,12.25,3.85,13.200000000000001,8.5,6.0,4.266666666666667,24.55,49.53333333333333,11.4,-0.25640945506590396,12.0
2022,VERMONT,6000.0,3.25,0.775,1.525,1.325,1.9,0.3666666666666667,20.2,44.208333333333336,43.92,-0.16448762964343816,235.0
2022,VIRGINIA,7000.0,11.0,1.3333333333333333,9.525,0.9666666666666667,17.6,5.15,33.575,56.208333333333336,45.56,-0.16312983607816034,28.0
2022,WASHINGTON,86000.0,8.0,2.6333333333333333,7.0,1.1333333333333333,5.8999999999999995,3.5,26.049999999999997,47.09166666666667,42.4,-0.1637511401210075,5.0
2022,WEST VIRGINIA,7000.0,10.5,2.475,4.466666666666667,1.15,6.95,1.1,19.275,52.35,49.37,0.000385355623761875,14.0
2022,WISCONSIN,53000.0,9.75,10.5,6.625,10.625,14.633333333333333,6.275,19.599999999999998,42.85833333333334,32.28,-0.08126610473998827,
2022,WYOMING,30000.0,9.25,3.55,1.425,1.225,3.2,3.066666666666667,12.95,41.958333333333336,14.72,-0.009875372512489133,17.0
2023,ALABAMA,10000.0,11.25,3.8,8.325,1.425,31.625,7.25,52.125,65.34166666666667,51.120000000000005,-0.0387661088878346,1010.0
2023,ARIZONA,34000.0,15.5,1.2000000000000002,6.6000000000000005,1.5,0.0,6.033333333333332,34.85,60.73333333333333,11.03,-0.003385355094937558,301.0
2023,ARKANSAS,19000.0,16.75,4.925,2.375,16.175,22.7,3.95,46.0,62.925000000000004,52.33,-0.024823244497020443,
2023,CALIFORNIA,325000.0,10.5,5.25,10.475,6.175,6.975,6.5,36.475,58.25,27.38,-0.08798636581751147,323.0
2023,COLORADO,25000.0,9.75,2.15,3.8,4.633333333333334,1.7,3.3499999999999996,30.675,45.59166666666667,19.05,-0.00025524585590986666,548.0
2023,FLORIDA,147000.0,12.5,5.375,11.6,15.450000000000001,16.400000000000002,10.025,35.925,73.26666666666667,54.45,-0.6254858136300417,
2023,GEORGIA,77000.0,17.25,2.1666666666666665,9.925,5.2,11.25,8.9,34.2,65.60000000000001,51.95,-0.05479344210827005,2.0
2023,IDAHO,92000.0,4.75,6.833333333333333,1.275,5.25,3.4,2.575,31.65,43.76666666666667,22.13,-0.014249807341449207,3.0
2023,ILLINOIS,9000.0,10.0,1.375,5.6499999999999995,4.625,12.575,5.775,28.825,54.74166666666667,34.65,-0.011187573497814608,2.0
2023,INDIANA,9000.0,11.5,3.0666666666666664,7.025,6.125,13.75,1.9333333333333333,34.25,54.324999999999996,37.05,-0.006051985268939166,
2023,IOWA,40000.0,3.25,2.9,2.35,9.7,4.1,8.8,22.075,50.51666666666667,26.93,-0.0021219876422521084,1.0
2023,KANSAS,5000.0,16.75,0.4,14.625,23.225,19.975,12.0,48.35,56.34166666666667,25.6,-0.004340174386374817,217.0
2023,KENTUCKY,10000.0,9.0,1.0,3.4000000000000004,5.475,7.300000000000001,5.35,20.825,58.09166666666666,44.06,-0.012418980412335433,185.0
2023,LOUISIANA,51000.0,7.5,1.2,8.725,5.15,8.8,2.55,29.925,69.63333333333334,43.66,-0.513704872526437,
2023,MAINE,12000.0,9.5,1.0,0.65,1.55,1.9,1.325,17.0,44.31666666666666,54.15,-0.3725522963956099,
2023,MICHIGAN,70000.0,9.25,1.55,3.525,1.95,3.0250000000000004,4.425,15.2,47.425000000000004,33.43,-0.3067778794900823,12.0
2023,MINNESOTA,106000.0,6.0,1.5666666666666664,1.625,10.666666666666666,2.533333333333333,4.2250000000000005,19.5,43.75833333333333,24.16,-0.1507352879022277,
2023,MISSISSIPPI,25000.0,9.0,0.7000000000000001,12.325,3.225,4.175,2.4000000000000004,20.825,66.74166666666666,47.72,-0.012320298814190807,909.0
2023,MISSOURI,9000.0,6.25,0.4,5.4750000000000005,0.43333333333333335,6.05,4.325,21.075000000000003,57.4,35.8,-0.021923724493026434,
2023,MONTANA,114000.0,5.0,1.9249999999999998,7.375,3.6333333333333333,0.25,0.8,19.799999999999997,43.85,18.41,-0.015640209427391052,1.0
2023,NEBRASKA,33000.0,7.75,0.3666666666666667,3.5,0.775,4.8,3.1666666666666665,20.724999999999998,50.43333333333334,24.81,0.0002397546284293165,
2023,NEW JERSEY,15000.0,4.5,0.6,1.3333333333333333,0.7999999999999999,3.575,1.75,15.25,55.55833333333334,50.54,-0.2962476654308897,
2023,NEW YORK,41000.0,9.0,7.8500000000000005,8.5,3.5,12.4,5.466666666666666,29.675,48.21666666666667,46.92,-0.1723184268195502,
2023,NORTH CAROLINA,11000.0,11.5,1.8499999999999999,2.35,0.6,7.0,2.175,29.525,60.76666666666667,48.83,-0.5560984936988317,
2023,NORTH DAKOTA,510000.0,6.0,1.625,3.0,7.733333333333333,3.85,0.0,44.525,42.0,17.45,-0.031162059213454833,
2023,OHIO,20000.0,8.0,0.7,6.9,6.35,16.375,6.725,44.0,53.53333333333333,37.75,-0.033039976260727084,
2023,OREGON,90000.0,12.0,9.775,10.7,13.0,11.525,1.5333333333333332,42.925,48.025,28.840000000000003,-0.04487584453771628,
2023,PENNSYLVANIA,20000.0,9.0,2.1999999999999997,1.375,4.775,6.55,3.35,21.1,51.50833333333333,42.96,-0.0057065516469996585,6008.0
2023,SOUTH CAROLINA,11000.0,9.75,3.4,11.475,9.85,11.425,5.425,41.775,64.29166666666667,51.6,-0.14245907514880948,
2023,SOUTH DAKOTA,210000.0,3.75,2.55,7.225,9.666666666666666,14.925,0.7,23.825000000000003,46.724999999999994,23.33,-0.011598127008560026,
2023,TENNESSEE,12000.0,12.5,0.45,3.125,1.5999999999999999,3.775,2.825,19.575,59.949999999999996,48.79,-0.029494457081548877,1.0
2023,TEXAS,111000.0,5.0,3.733333333333333,15.174999999999999,11.075,15.825000000000001,5.45,25.0,68.10000000000001,24.0,-0.10821101895772982,73.0
2023,UTAH,24000.0,13.25,21.3,12.025,20.425,23.625,1.8666666666666665,49.55,48.46666666666667,15.02,-0.25641072512866075,
2023,VERMONT,6000.0,2.25,0.3,1.0,0.5333333333333333,6.766666666666667,1.275,12.549999999999999,45.78333333333333,53.32,-0.16451496910023497,43.0
2023,VIRGINIA,5000.0,11.5,1.7999999999999998,4.65,0.0,13.425,3.4,30.475,57.475,41.43,-0.16312840002255363,
2023,WASHINGTON,83000.0,10.5,4.175,6.533333333333334,4.325,1.625,9.866666666666667,28.05,48.36666666666667,35.82,-0.16374982141270872,390.0
2023,WEST VIRGINIA,6000.0,7.5,0.9333333333333332,1.775,0.8500000000000001,4.075,1.3499999999999999,20.325,53.958333333333336,40.13,0.0003883035493938167,
2023,WISCONSIN,62000.0,9.25,13.674999999999999,13.575000000000001,15.8,4.275,14.674999999999999,38.925,46.30833333333334,30.11,-0.08127112261460076,
2023,WYOMING,27000.0,4.0,0.175,1.575,0.675,3.075,2.0,12.725,41.766666666666666,18.88,-0.009873004256454817,
2024,CALIFORNIA,310000.0,10.5,10.425,10.65,15.875,19.025,7.6,43.925,60.474999999999994,26.1,-0.08797825859170566,71.0
2024,FLORIDA,124000.0,11.25,4.225,11.975000000000001,12.3,14.025,4.725,33.625,72.90833333333333,56.84,-0.6254822121653337,
2024,GEORGIA,64000.0,18.5,2.5500000000000003,12.649999999999999,3.65,12.6,7.775,28.425,65.925,56.47,-0.05478900808558263,
2024,IDAHO,114000.0,8.75,4.25,6.933333333333334,4.1,9.533333333333333,3.033333333333333,31.6,45.333333333333336,22.34,-0.01424267724613574,
2024,IOWA,41000.0,7.0,1.95,4.3,1.15,7.933333333333333,1.85,19.85,51.525,37.05,-0.0021101838508753167,
2024,LOUISIANA,68000.0,14.5,1.0333333333333334,11.25,1.85,2.15,3.125,11.3,69.35,71.52,-0.5136926037413185,
2024,MICHIGAN,82000.0,7.0,6.85,4.425,7.625,5.525,3.7749999999999995,21.675,48.78333333333333,34.6,-0.30675578153376254,
2024,MINNESOTA,127000.0,4.75,1.0,1.475,3.4749999999999996,3.033333333333333,1.875,17.625,45.53333333333333,29.59,-0.15070852341171612,
2024,MISSISSIPPI,29000.0,14.5,7.325,4.2,5.066666666666666,7.125,10.525,21.275,66.46666666666667,57.730000000000004,-0.012311200355141175,1191.0
2024,MONTANA,142000.0,6.0,1.65,4.333333333333333,7.175,0.19999999999999998,0.5666666666666667,24.0,44.333333333333336,17.04,-0.015631798935745317,
2024,NEW YORK,52000.0,6.25,6.0,6.199999999999999,3.25,7.824999999999999,4.45,29.1,48.916666666666664,44.29,-0.17230120468648538,
2024,NORTH CAROLINA,15000.0,12.0,1.1,1.5,0.6,5.65,2.025,20.025,61.14166666666667,53.089999999999996,-0.55609562444424,
2024,NORTH DAKOTA,490000.0,6.0,2.925,8.1,1.9000000000000001,6.65,2.35,34.275,43.78333333333333,18.47,-0.031135606305279725,
2024,OHIO,22000.0,6.75,1.4666666666666668,8.875,3.8,8.85,4.074999999999999,39.475,54.916666666666664,37.88,-0.03303747305185623,
2024,OREGON,84000.0,14.0,11.033333333333333,1.25,11.975,1.825,0.8,35.4,49.01666666666667,36.54,-0.04486774555586903,
2024,PENNSYLVANIA,23000.0,7.75,1.725,3.425,4.95,9.85,3.675,26.0,52.083333333333336,44.84,-0.005707142342795991,36.0
2024,SOUTH DAKOTA,250000.0,6.0,1.9000000000000001,1.0999999999999999,12.633333333333333,5.366666666666667,1.25,13.85,48.26666666666667,19.02,-0.01158248031449899,
2024,TEXAS,89000.0,9.75,2.5,7.875,3.675,15.274999999999999,2.75,27.125,68.575,29.439999999999998,-0.10820392118982348,86.0
2024,WASHINGTON,72000.0,7.25,2.2666666666666666,6.0,4.533333333333334,8.666666666666666,10.733333333333334,32.0,48.449999999999996,42.4,-0.16374317327717236,1787.0
2024,WISCONSIN,57000.0,10.75,6.5,2.6,3.7,11.925,6.175,30.25,47.574999999999996,36.98,-0.08124365109804589,
